Tên sản phẩm*,Hình thức quản lý sản phẩm,Mã loại sản phẩm,Mã SKU,Barcode,Áp dụng thuế,PL_Giá nhập,PL_Giá bán buôn,PL_Giá sỉ Đặc Biệt,PL_Giá bán lẻ,PL_Giá sỉ 1,PL_Giá sỉ 2,Đơn vị,LC_CN1_Giá vốn khởi tạo*,LC_CN1_Tồn kho ban đầu*,LC_CN2_Giá vốn khởi tạo*,LC_CN2_Tồn kho ban đầu*,LC_CN3_Giá vốn khởi tạo*,LC_CN3_Tồn kho ban đầu*,LC_CN4_Giá vốn khởi tạo*,LC_CN4_Tồn kho ban đầu*,LC_CN5_Giá vốn khởi tạo*,LC_CN5_Tồn kho ban đầu*
3988-Tảo Spirulina Collagen Plus 1000 viên,Sản phẩm thường,Collagen - Vitamin,4573222053988,4573222053988,Có,620000,650000,635000,700000,650000,660000,Hộp(20),620000,0,620000,0,620000,0,620000,0,620000,0
Pure White Horse Placenta trắng da,Sản phẩm thường,Collagen - Vitamin,4573259341119,4573259341119,Có,1113,1150,1150,1350,1150,1170,Hộp,1113,0,1113,0,1113,0,1113,0,1113,0
0062-Nước chiết xuất lên men thực vật ,Sản phẩm thường,Collagen - Vitamin,4573375370062,4573375370062,Có,1300,1350,1330,1700,1350,1370,Chai,1300,3,1300,1,1300,2,1300,0,1300,0
"Nước hoa hồng làm đẹp da, thơm cơ thể Rose 500ml",Sản phẩm thường,Collagen - Vitamin,4580090400080,4580090400080,Có,1400,1450,1450,1600,1450,1460,Chai(6),1400,0,1400,0,1400,0,1400,0,1400,0
2216-Placenta Premium Roicosmo 70000mg,Sản phẩm thường,Collagen - Vitamin,4580337692216,4580337692216,Có,1400,1450,1450,1950,1450,1470,hộp,1400,0,1400,0,1400,0,1400,0,1400,0
0560-Royal Placenta 500000 ,Sản phẩm thường,Collagen - Vitamin,4580402110560,4580402110560,Có,2109,2230,2180,3000,2230,2250,Chai,2109,8,2109,3,2109,1,2109,0,2109,0
Viên uống chống nắng Dr Select 30v,Sản phẩm thường,Collagen - Vitamin,4580482173332,4580482173332,Có,615000,650000,650000,850000,650000,680000,Hộp ,615000,0,615000,0,615000,0,615000,0,615000,0
Dr Select hộp trắng,Sản phẩm thường,Collagen - Vitamin,4580482175183,4580482175183,Có,1220,1270,1260,1500,1270,1280,hộp (12),1220,6,1220,4,1220,2,1220,0,1220,0
Dr select Premium chai,Sản phẩm thường,Collagen - Vitamin,4580482175558,4580482175558,Có,1450,1500,1500,1600,1500,1550,chai,1450,0,1450,0,1450,0,1450,0,1450,0
Dr Select hộp xanh Premium,Sản phẩm thường,Collagen - Vitamin,4580482175572,4580482175572,Có,1350,1400,1400,1600,1400,1420,hộp,1350,0,1350,0,1350,0,1350,0,1350,0
Finozyme 310 chai,Sản phẩm thường,Collagen - Vitamin,4580482176005,4580482176005,Có,1245,1030,1030,900000,1030,1050,chai,1245,0,1245,0,1245,0,1245,0,1245,0
6012-Finozyme trái cây 310,Sản phẩm thường,Collagen - Vitamin,4580482176012,4580482176012,Có,1100,1200,1180,1500,1200,1210,Hộp,1100,4,1100,4,1100,3,1100,0,1100,0
Viên nở ngực 99,Sản phẩm thường,Collagen - Vitamin,4582169470017,4582169470017,Có,320000,360000,360000,500000,360000,360000,Hộp,320000,0,320000,0,320000,0,320000,0,320000,0
Beauty Marine Collagen 10.000 mg,Sản phẩm thường,Collagen - Vitamin,4582193219361,4582193219361,Có,285000,300000,295000,400000,300000,305000,Hộp ,285000,0,285000,4,285000,4,285000,0,285000,0
Nano collagen 15 gói,Sản phẩm thường,Collagen - Vitamin,4582394340215,4582394340215,Có,450000,490000,490000,700000,490000,490000,hộp,450000,0,450000,0,450000,0,450000,0,450000,0
Premium Placenta Collagen 30 gói,Sản phẩm thường,Collagen - Vitamin,4582394340437,4582394340437,Có,3200,3300,3300,3670,3300,3320,Hộp,3200,0,3200,0,3200,0,3200,0,3200,0
"0031-Viên uống chống lão hóa, thơm cơ thể Hebora 60 viên",Sản phẩm thường,Collagen - Vitamin,4582570250031,4582570250031,Có,897000,920000,910000,1350,920000,930000,Hộp,897000,5,897000,0,897000,0,897000,0,897000,0
1249-Onaka Hot Gel 300g,Sản phẩm thường,Collagen - Vitamin,4589505171249,4589505171249,Có,530000,550000,540000,700000,550000,560000,hộp (24),530000,4,530000,2,530000,2,530000,0,530000,0
Collagen 82X,Sản phẩm thường,Collagen - Vitamin,4589687930016,4589687930016,Có,1400,1430,1420,1700,1430,1450,chai(12),1400,4,1400,0,1400,0,1400,0,1400,0
Collagen 82X Placenta,Sản phẩm thường,Collagen - Vitamin,4589687930023,4589687930023,Có,1668,1710,1700,2150,1710,1720,chai(12),1668,3,1668,2,1668,0,1668,0,1668,0
0047-Collagen 82X Sakura,Sản phẩm thường,Collagen - Vitamin,4589687930047,4589687930047,Có,1577,1620,1600,1850,1620,1620,Chai,1577,1,1577,0,1577,0,1577,0,1577,0
0054-Placenta 82X Sakura,Sản phẩm thường,Collagen - Vitamin,4589687930054,4589687930054,Có,1850,1920,1910,2250,1920,1930,Chai (6),1850,0,1850,2,1850,0,1850,0,1850,0
0085-Koharu Collagen 84000mg,Sản phẩm thường,Collagen - Vitamin,4589687930085,4589687930085,Có,866667,884000,910000,1300,884000,962000,Chai(12),866667,1,866667,1,866667,1,866667,0,866667,0
0092-Koharu Placenta 315000mg,Sản phẩm thường,Collagen - Vitamin,4589687930092,4589687930092,Có,1066,1152,1120,1600,1152,1184,Chai(12),1066,4,1066,6,1066,4,1066,0,1066,0
1013-Collagen 82X Classic 120.000,Sản phẩm thường,Collagen - Vitamin,4589687931013,4589687931013,Có,1311,1240,1230,1800,1240,1250,Chai(12),1311,5,1311,8,1311,1,1311,0,1311,0
1020-Placenta 82X Classic 450.000mg,Sản phẩm thường,Collagen - Vitamin,4589687931020,4589687931020,Có,1603,1520,1500,2200,1520,1530,Chai(12),1603,3,1603,12,1603,2,1603,0,1603,0
1044-Sakura Collagen Premium 82X 45000,Sản phẩm thường,Collagen - Vitamin,4589687931044,4589687931044,Có,1675,1570,1560,2300,1570,1580,Chai,1675,3,1675,3,1675,3,1675,0,1675,0
1051-Sakura Placenta Premium 82X 45000,Sản phẩm thường,Collagen - Vitamin,4589687931051,4589687931051,Có,2112,1990,1970,2900,1990,2000,Chai(12),2112,1,2112,0,2112,3,2112,0,2112,0
Tế bào gốc hoa hồng,Sản phẩm thường,Collagen - Vitamin,4589693430012,4589693430012,Có,1600,1650,1650,1000,1650,1750,hộp,1600,0,1600,0,1600,0,1600,0,1600,0
0041-Nhau thai ngựa Uma Placenta 900mg,Sản phẩm thường,Collagen - Vitamin,4589735330041,4589735330041,Có,1150,1180,1180,1500,1180,1200,Hộp,1150,0,1150,0,1150,0,1150,0,1150,0
Refa collagen enrich,Sản phẩm thường,Collagen - Vitamin,4589760230644,4589760230644,Có,1370,1420,1400,1750,1420,1450,chai (6),1370,8,1370,5,1370,2,1370,0,1370,0
